"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Total",15.4,13.5,17.5,16,14.1,18,15.7,14.3,17.2,592000,540000,647000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"15-24",2.1,0.5,5.7,0.5,0.1,1.7,1.3,0.4,3,8000,3000,20000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"25-44",10.7,7.9,14.2,10,7.3,13.4,10.4,8.4,12.6,127000,103000,154000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"45-64",22,18.1,26.2,24.6,20.2,29.3,23.2,20.2,26.4,278000,242000,316000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"65+",24.1,18.7,30.2,28.1,22.1,34.8,26.1,21.7,30.9,179000,148000,211000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Non-problem gambler",22,19.2,25.1,20.9,18.2,24,21.5,19.4,23.7,530000,479000,583000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Low-risk gambler",28.5,15.3,45.2,36.3,22.8,51.6,32.7,23.2,43.3,41000,29000,54000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Moderate-risk or problem gambler",36.9,14,65.1,35.8,15.7,60.4,36.2,20.7,54.1,21000,12000,31000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Maori",13.4,10.4,16.9,21.1,16.5,26.2,17.1,14.3,20.1,85000,71000,1e+05
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Pacific",11.6,7.6,16.7,20.7,15,27.4,16.3,12.7,20.5,41000,32000,52000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"Asian",5.8,2.7,10.7,8.3,3.9,15,7,4.1,11,38000,22000,61000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2016,"European/Other",17.4,15,20,16.4,14.2,18.7,16.9,15.3,18.6,484000,437000,534000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Least (1-3)",8.9,6,12.5,14,9,20.5,11.4,8.4,15.1,144000,106000,190000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Mid (4-7)",14.2,11.2,17.7,15.3,10.9,20.6,14.7,12,17.8,229000,187000,277000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Most (8-10)",14.4,10.8,18.6,18.6,13.9,24.1,16.5,13.7,19.5,181000,151000,215000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Total",12.5,10.7,14.5,16,13.2,19.2,14.2,12.6,16,560000,497000,630000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"15-24",1.4,0.3,4.2,2.2,0.3,7.8,1.8,0.4,5.3,12000,3000,35000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"25-44",6.8,4.8,9.3,9.1,5.1,14.7,7.9,5.6,10.8,103000,73000,140000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"45-64",17.3,13.4,21.9,23.9,17.1,31.9,20.4,16.5,24.8,244000,197000,296000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"65+",23.3,18.4,28.8,28.7,22,36.2,25.9,21.9,30.2,201000,170000,234000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Non-problem gambler",18.2,15.5,21.2,24.4,20.2,29,21.1,18.7,23.7,513000,455000,576000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Low-risk gambler",21.2,8.9,39,22.5,7.6,45.5,22.1,11,37.2,31000,16000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,13.6,2.4,37.2,20,7.1,40.1,15000,5000,30000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Maori",13.8,9.9,18.6,16,11.7,21.1,14.9,11.9,18.2,77000,61000,94000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Pacific",11.6,7.3,17,19.3,12.7,27.3,15.4,11.6,20,41000,31000,53000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"Asian",3.3,0.9,8,13,4.7,26.8,8,3.6,14.8,49000,22000,90000
"ind_6","Gambling participation frequency","Lotto product - at least weekly","adults",2018,"European/Other",14.2,12,16.7,16.1,13,19.7,15.1,13.2,17.2,450000,392000,512000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Most (8-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Total",NA,NA,NA,NA,NA,NA,54.9,32.8,75.2,16000,10000,22000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Maori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2014,"European/Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Most (8-10)",NA,NA,NA,NA,NA,NA,34.5,14.2,60.1,8000,3000,15000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Total",34.3,16.1,56.7,61,34.2,83.6,49.3,32.7,66.1,33000,22000,44000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"25-44",NA,NA,NA,NA,NA,NA,59.8,32.6,83.1,18000,10000,24000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"45-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Maori",NA,NA,NA,NA,NA,NA,41.3,18,68,6000,3000,10000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2016,"European/Other",NA,NA,NA,NA,NA,NA,39.4,21.6,59.6,18000,10000,27000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Mid (4-7)",NA,NA,NA,NA,NA,NA,55,31.5,76.9,40000,23000,55000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Most (8-10)",48.7,25.4,72.4,NA,NA,NA,37,21.9,54.2,25000,15000,37000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Total",41.5,24,60.9,44.3,23.8,66.3,43.1,30.6,56.6,74000,52000,97000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"25-44",34.7,12.3,63.6,NA,NA,NA,49.4,25.8,73.1,38000,20000,57000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"45-64",NA,NA,NA,NA,NA,NA,68.2,42.8,87.5,27000,17000,34000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Maori",NA,NA,NA,NA,NA,NA,32.3,15.4,53.5,14000,6000,22000
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_60","Vaping / e-cigarettes","Use of a vaping product to stop smoking completely (current vapers only)","adults who are current vapers",2018,"European/Other",41.3,20.6,64.5,45.9,20.6,72.8,43.9,27.6,61.2,60000,37000,83000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Most (8-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Total",NA,NA,NA,NA,NA,NA,23.4,9.1,48.3,7000,3000,14000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Maori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2014,"European/Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Mid (4-7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Most (8-10)",NA,NA,NA,NA,NA,NA,20.5,3.5,52.5,5000,1000,13000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Total",17.7,5.6,37.7,37.7,14.7,65.7,29,16.3,46,19000,11000,30000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"25-44",NA,NA,NA,NA,NA,NA,31.6,11.3,59,9000,3000,17000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"45-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Maori",NA,NA,NA,NA,NA,NA,13.3,3.1,33.1,2000,0,5000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2016,"European/Other",NA,NA,NA,NA,NA,NA,38.7,20.5,59.5,18000,9000,27000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Least (1-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Mid (4-7)",NA,NA,NA,NA,NA,NA,15.9,5.7,32.5,11000,4000,23000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Most (8-10)",25.4,9.6,48.1,NA,NA,NA,28.4,13.2,48.3,19000,9000,33000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Total",26.1,13.5,42.3,18.7,7.3,36.1,21.8,13.9,32.5,37000,24000,56000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"25-44",39.2,14.8,68.3,NA,NA,NA,19.6,7.6,37.7,15000,6000,29000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"45-64",NA,NA,NA,NA,NA,NA,11.5,3,27.6,4000,1000,11000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"65+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Maori",NA,NA,NA,NA,NA,NA,34.5,13.9,60.7,14000,6000,25000
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"Asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_61","Vaping / e-cigarettes","Use vaping to reduce amount of tobacco smoked (current vapers only)","adults who are current vapers",2018,"European/Other",22.9,9.9,41.4,15.7,4.4,35.4,18.8,10,30.8,26000,14000,42000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"Least (1-3)",34.6,29.1,40.3,40.8,33.6,48.3,37.5,33.4,41.9,437000,388000,487000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"Mid (4-7)",31.1,26.7,35.9,32.8,27.5,38.3,31.9,28.4,35.5,523000,466000,582000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"Most (8-10)",27.4,23.7,31.5,41.2,34.5,48,34.4,30.5,38.6,334000,296000,374000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"Total",31.3,28.6,34.2,37.5,34,41,34.3,32.2,36.5,1294000,1214000,1377000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"15-24",34.3,25.6,43.8,49.4,39.8,59,42.2,35.9,48.6,282000,241000,325000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"25-44",34,29.1,39.1,37.1,31.3,43.2,35.5,31.7,39.5,434000,387000,483000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"45-64",30,25.5,34.7,33.7,28.3,39.4,31.7,28.1,35.5,379000,336000,425000
"ind_63","Vaping / e-cigarettes","Agree that vaping is safer than smoking cigarettes","adults",2016,"65+",26.1,20.7,32.2,32,25.8,38.7,29,24.8,33.5,198000,170000,229000
